LURN_SAK,INCIDENT_DATE,INCIDENT_REPORTED_DATE,CATEGORY,STAT,STAT_DESC,ADDRESS,STREET,CITY,ZIP,INCIDENT_ID,REPORTING_DISTRICT,SEQ,GANG_RELATED,UNIT_ID,UNIT_NAME,DELETED
18513972,3/11/18 22:23,3/11/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"LAS TUNAS DR, TEMPLE CITY, CA  91780",LAS TUNAS DR,TEMPLE CITY,91780,918-03105-0521,521,3105,NO,CA0190005,TEMPLE,N
18743223,11/1/18 0:10,11/1/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"12800 VALLEY VIEW AVE, LA MIRADA, CA",12800 VALLEY VIEW AVE,LA MIRADA,,918-16283-0461,461,16283,NO,CA0190004,NORWALK,N
18580477,5/16/18 7:37,5/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"E WINNETKA ST, CHATSWORTH, CA",E WINNETKA ST,CHATSWORTH,,918-00112-6153,6153,112,NO,CA01900V6,METROLINK BUREAU,N
18715252,10/3/18 6:45,10/3/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"WOODMAN AVE AND SATICOY ST, VAN NUYS, CA",WOODMAN AVE AND SATICOY ST,VAN NUYS,,918-00231-6151,6151,231,NO,CA01900V6,METROLINK BUREAU,N
18654035,7/31/18 11:56,7/31/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"8000 BROADWAY AVE, WHITTIER, CA",8000 BROADWAY AVE,WHITTIER,,918-05312-1578,1578,5312,NO,CA0190015,PICO RIVERA,N
18677755,8/23/18 8:41,8/24/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"GARVEY AVE AND LEE AVE, SOUTH EL MONTE, CA  91733",GARVEY AVE AND LEE AVE,SOUTH EL MONTE,91733,918-80157-0560,560,80157,NO,CA0190005,TEMPLE,N
18702876,9/20/18 8:40,9/20/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"SEPULVEDA BLVD, VAN NUYS, CA",SEPULVEDA BLVD,VAN NUYS,,918-00220-6151,6151,220,NO,CA01900V6,METROLINK BUREAU,N
18576194,5/11/18 11:05,5/11/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"13800 PIONEER BLVD, NORWALK, CA  90650",13800 PIONEER BLVD,NORWALK,90650,918-07355-0453,453,7355,NO,CA0190004,NORWALK,N
18465200,1/23/18 10:38,1/23/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"W OAK AVE AND FIRST ST, POMONA, CA",W OAK AVE AND FIRST ST,POMONA,,918-00015-6123,6123,15,NO,CA01900V6,METROLINK BUREAU,N
18543666,4/10/18 13:30,4/10/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1400 73RD ST, LOS ANGELES, CA",1400 73RD ST,LOS ANGELES,,918-05338-2172,2172,5338,NO,CA01900V3,CENTURY,N
18670799,8/17/18 14:31,8/17/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1800 FLORENCE AVE, LOS ANGELES, CA",1800 FLORENCE AVE,LOS ANGELES,,918-11936-2173,2173,11936,NO,CA01900V3,CENTURY,N
18661090,8/7/18 18:55,8/7/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,,,,,918-11147-2846,2846,11147,NO,CA0190042,COMPTON,N
18500048,2/24/18 14:15,2/24/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"7100 COMPTON AVE, COMPTON, CA",7100 COMPTON AVE,COMPTON,,918-02923-2170,2170,2923,NO,CA01900V3,CENTURY,N
18642887,7/19/18 0:45,7/19/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"5300 ROXBURGH ST, AZUSA, CA  91702",5300 ROXBURGH ST,AZUSA,91702,918-03760-0867,867,3760,NO,CA0190008,SAN DIMAS,N
18590760,5/25/18 16:25,5/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-07677-2173,2173,7677,NO,CA01900V3,CENTURY,N
18777240,12/9/18 11:10,12/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-12927-1612,1612,12927,NO,CA0190016,CARSON,N
18623908,6/28/18 10:22,6/28/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"14900 TEMPLAR DR, LA MIRADA, CA",14900 TEMPLAR DR,LA MIRADA,,918-09805-0460,460,9805,NO,CA0190004,NORWALK,N
18723185,10/11/18 1:40,10/11/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"9100 WHITTIER BLVD, PICO RIVERA, CA  90660",9100 WHITTIER BLVD,PICO RIVERA,90660,918-07050-1514,1514,7050,NO,CA0190015,PICO RIVERA,N
18529069,3/26/18 6:45,3/26/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"E VINELAND AVE, NORTH HOLLYWOOD, CA",E VINELAND AVE,NORTH HOLLYWOOD,,918-00065-6155,6155,65,NO,CA01900V6,METROLINK BUREAU,N
18737130,10/25/18 12:45,10/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"4TH ST AND INDIANA, LOS ANGELES, CA",4TH ST AND INDIANA,LOS ANGELES,,918-00108-2405,2405,108,NO,CA01900U5,COMMUNITY ORIENTED POLICING SVCS,N
18609306,6/13/18 13:31,6/13/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA  90001",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,90001,918-08669-2173,2173,8669,NO,CA01900V3,CENTURY,N
18484022,2/9/18 11:06,2/9/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"VALLEY BLVD AND TEMPLE AVE, POMONA, CA",VALLEY BLVD AND TEMPLE AVE,POMONA,,918-01058-2916,2916,1058,NO,CA0190020,WALNUT,N
18721680,10/9/18 16:54,10/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"LIVE OAK ST AND SEVILLE AVE, HUNTINGTON PARK, CA  90255",LIVE OAK ST AND SEVILLE AVE,HUNTINGTON PARK,90255,918-14775-2178,2178,14775,NO,CA01900V3,CENTURY,N
18544670,4/11/18 12:17,4/11/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"WILMINGTON AVE AND RANDOLPH ST, LOS ANGELES, CA  90001",WILMINGTON AVE AND RANDOLPH ST,LOS ANGELES,90001,918-05396-2171,2171,5396,NO,CA01900V3,CENTURY,N
18596187,5/31/18 13:30,5/31/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"10000 ROSE HILLS RD, WHITTIER, CA  90606",10000 ROSE HILLS RD,WHITTIER,90606,918-03861-1570,1570,3861,NO,CA0190015,PICO RIVERA,N
18548305,4/13/18 14:38,4/13/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"77TH ST AND PARMELEE AVE, LOS ANGELES, CA",77TH ST AND PARMELEE AVE,LOS ANGELES,,918-05511-2172,2172,5511,NO,CA01900V3,CENTURY,N
18521301,3/17/18 15:50,3/17/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"16800 PASSAGE AVE, PARAMOUNT, CA  90723",16800 PASSAGE AVE,PARAMOUNT,90723,918-06176-1369,1369,6176,NO,CA0190013,LAKEWOOD,N
18659682,8/6/18 13:46,8/6/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1400 E ALONDRA BLVD, COMPTON, CA  90220",1400 E ALONDRA BLVD,COMPTON,90220,918-11056-2847,2847,11056,NO,CA0190042,COMPTON,N
18515066,3/12/18 23:30,3/13/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"700 W MARIPOSA ST, ALTADENA, CA",700 W MARIPOSA ST,ALTADENA,,918-00747-0771,771,747,NO,CA0190007,ALTADENA,N
18590755,5/25/18 16:25,5/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-07675-2173,2173,7675,NO,CA01900V3,CENTURY,N
18730025,10/18/18 0:30,10/18/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11900 FIRESTONE BLVD, NORWALK, CA",11900 FIRESTONE BLVD,NORWALK,,918-15522-0454,454,15522,NO,CA0190004,NORWALK,N
18458924,1/17/18 9:53,1/17/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"NOGALES ST AND 60 FWY, ROWLAND HEIGHTS, CA",NOGALES ST AND 60 FWY,ROWLAND HEIGHTS,,918-00447-2931,2931,447,NO,CA0190020,WALNUT,N
18679855,8/27/18 11:28,8/27/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"13900 EDWARDS, LA MIRADA, CA",13900 EDWARDS,LA MIRADA,,918-12797-0461,461,12797,NO,CA0190004,NORWALK,N
18583500,5/18/18 17:00,5/18/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"DOWNEY AVE AND QUIMBY ST, PARAMOUNT, CA  90723",DOWNEY AVE AND QUIMBY ST,PARAMOUNT,90723,918-11255-1365,1365,11255,NO,CA0190013,LAKEWOOD,N
18578822,5/14/18 17:25,5/14/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"88TH ST AND VERMONT AVE, LOS ANGELES, CA",88TH ST AND VERMONT AVE,LOS ANGELES,,918-03734-0370,370,3734,NO,CA0190003,SOUTH LOS ANGELES,N
18728382,10/16/18 14:29,10/16/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"7900 PACIFIC BLVD, WALNUT PARK, CA",7900 PACIFIC BLVD,WALNUT PARK,,918-15119-2178,2178,15119,NO,CA01900V3,CENTURY,N
18692393,9/9/18 13:00,9/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-09489-1612,1612,9489,NO,CA0190016,CARSON,N
18615772,6/20/18 8:40,6/20/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"W VAN NUYS BLVD AND N RAYMER ST, VAN NUYS, CA",W VAN NUYS BLVD AND N RAYMER ST,VAN NUYS,,918-00137-6151,6151,137,NO,CA01900V6,METROLINK BUREAU,N
18738932,10/27/18 11:01,10/27/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"NOGALES ST AND SR-60, ROWLAND HEIGHTS, CA  91748",NOGALES ST AND SR-60,ROWLAND HEIGHTS,91748,918-07217-2931,2931,7217,NO,CA0190020,WALNUT,N
18665350,8/12/18 9:56,8/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"62ND ST AND COMPTON AVE, LOS ANGELES, CA",62ND ST AND COMPTON AVE,LOS ANGELES,,918-11642-2170,2170,11642,NO,CA01900V3,CENTURY,N
18755165,11/14/18 6:35,11/14/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"COGSWELL RD AND 10 FWY, EL MONTE, CA",COGSWELL RD AND 10 FWY,EL MONTE,,918-00255-6112,6112,255,NO,CA01900V6,METROLINK BUREAU,N
18715586,10/3/18 12:00,10/3/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"40TH ST W AND AVENUE L, LANCASTER, CA",40TH ST W AND AVENUE L,LANCASTER,,918-20315-1139,1139,20315,NO,CA0190024,LANCASTER,N
18453728,1/11/18 12:10,1/11/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"2500 E AVENUE S, PALMDALE, CA",2500 E AVENUE S,PALMDALE,,918-00466-2603,2603,466,NO,CA01900W9,PALMDALE,N
18514568,3/12/18 14:00,3/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"PALMDALE BLVD AND 14 FWY, PALMDALE, CA",PALMDALE BLVD AND 14 FWY,PALMDALE,,918-03593-2611,2611,3593,NO,CA01900W9,PALMDALE,N
18548021,4/13/18 10:05,4/13/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"12600 ROSECRANS AVE, NORWALK, CA  90650",12600 ROSECRANS AVE,NORWALK,90650,918-05796-0456,456,5796,NO,CA0190004,NORWALK,N
18709063,9/26/18 17:18,9/26/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"25TH ST W AND AVENUE K, LANCASTER, CA",25TH ST W AND AVENUE K,LANCASTER,,918-19790-1126,1126,19790,NO,CA0190024,LANCASTER,N
18515003,3/12/18 22:22,3/12/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1000 HIGHLAND AVE, DUARTE, CA  91010",1000 HIGHLAND AVE,DUARTE,91010,918-03149-0541,541,3149,NO,CA0190005,TEMPLE,N
18651691,7/28/18 15:20,7/28/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"73RD ST AND COMPTON AVE, LOS ANGELES, CA",73RD ST AND COMPTON AVE,LOS ANGELES,,918-10943-2172,2172,10943,NO,CA01900V3,CENTURY,N
18688691,9/5/18 13:07,9/5/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"8200 BEACH ST, LOS ANGELES, CA",8200 BEACH ST,LOS ANGELES,,918-12984-2174,2174,12984,NO,CA01900V3,CENTURY,N
18446028,1/3/18 19:11,1/3/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"100 E WOODBURY RD, ALTADENA, CA  91001",100 E WOODBURY RD,ALTADENA,91001,918-00033-0772,772,33,NO,CA0190007,ALTADENA,N
18688707,9/5/18 13:23,9/5/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1600 87TH ST, LOS ANGELES, CA",1600 87TH ST,LOS ANGELES,,918-12987-2174,2174,12987,NO,CA01900V3,CENTURY,N
18566550,5/2/18 6:30,5/2/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"S/R 170 AND N SHERMAN WAY, NORTH HOLLYWOOD, CA",S/R 170 AND N SHERMAN WAY,NORTH HOLLYWOOD,,918-00090-6155,6155,90,NO,CA01900V6,METROLINK BUREAU,N
18458136,1/16/18 13:52,1/16/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"2500 OLIVE ST, WALNUT PARK, CA  90255",2500 OLIVE ST,WALNUT PARK,90255,918-00771-2178,2178,771,NO,CA01900V3,CENTURY,N
18547480,4/12/18 18:30,4/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-05467-2173,2173,5467,NO,CA01900V3,CENTURY,N
18457762,1/16/18 7:30,1/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"E LANKERSHIM BLVD AND HART ST, NORTH HOLLYWOOD, CA",E LANKERSHIM BLVD AND HART ST,NORTH HOLLYWOOD,,918-00011-6155,6155,11,NO,CA01900V6,METROLINK BUREAU,N
18523791,3/20/18 14:15,3/20/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"2600 OLIVE ST, WALNUT PARK, CA  90255",2600 OLIVE ST,WALNUT PARK,90255,918-04218-2178,2178,4218,NO,CA01900V3,CENTURY,N
18542885,4/9/18 19:30,4/9/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"14100 LAMBERT RD, WHITTIER, CA  90605",14100 LAMBERT RD,WHITTIER,90605,918-05572-0491,491,5572,NO,CA0190004,NORWALK,N
18696327,9/13/18 9:36,9/13/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"15700 LEFFINGWELL RD, WHITTIER, CA  90605",15700 LEFFINGWELL RD,WHITTIER,90605,918-13596-0497,497,13596,NO,CA0190004,NORWALK,N
18729068,10/17/18 7:10,10/17/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"CORBIN AND NORDHOFF AVE, NORTHRIDGE, CA",CORBIN AND NORDHOFF AVE,NORTHRIDGE,,918-00238-6152,6152,238,NO,CA01900V6,METROLINK BUREAU,N
18696400,9/13/18 10:36,9/13/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"COLIMA RD AND BREA CANYN CUTOFF, ROWLAND HEIGHTS, CA",COLIMA RD AND BREA CANYN CUTOFF,ROWLAND HEIGHTS,,918-05960-2935,2935,5960,NO,CA0190020,WALNUT,N
18476001,2/2/18 6:57,2/2/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"E BALBOA BLVD AND ROSCOE BLVD, NORTHRIDGE, CA",E BALBOA BLVD AND ROSCOE BLVD,NORTHRIDGE,,918-00022-6152,6152,22,NO,CA01900V6,METROLINK BUREAU,N
18661849,8/8/18 13:27,8/8/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"73RD ST AND COMPTON AVE, LOS ANGELES, CA  90001",73RD ST AND COMPTON AVE,LOS ANGELES,90001,918-11456-2172,2172,11456,NO,CA01900V3,CENTURY,N
18567064,5/2/18 15:30,5/2/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1500 E ROSECRANS AVE, COMPTON, CA",1500 E ROSECRANS AVE,COMPTON,,918-06121-2826,2826,6121,NO,CA0190042,COMPTON,N
18553053,4/18/18 14:10,4/18/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1800 60TH ST, LOS ANGELES, CA",1800 60TH ST,LOS ANGELES,,918-05745-2171,2171,5745,NO,CA01900V3,CENTURY,N
18503219,2/28/18 1:03,2/28/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"13900 CATEAU DR, WHITTIER, CA",13900 CATEAU DR,WHITTIER,,918-03238-0495,495,3238,NO,CA0190004,NORWALK,N
18586449,5/22/18 8:31,5/22/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"MONA BLVD AND ROSECRANS AVE, COMPTON, CA",MONA BLVD AND ROSECRANS AVE,COMPTON,,918-07097-2821,2821,7097,NO,CA0190042,COMPTON,N
18532924,3/29/18 17:15,3/29/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"12900 HOXIE AVE, NORWALK, CA  90650",12900 HOXIE AVE,NORWALK,90650,918-00335-6068,6068,335,NO,CA0190031,TRANSIT SERV BUR,N
18590758,5/25/18 16:30,5/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-07676-2173,2173,7676,NO,CA01900V3,CENTURY,N
18729107,10/17/18 8:00,10/17/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"WINNETKA ST AND NORDOFF ST, LOS ANGELES, CA",WINNETKA ST AND NORDOFF ST,LOS ANGELES,,918-00241-6153,6153,241,NO,CA01900V6,METROLINK BUREAU,N
18640683,7/16/18 10:32,7/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"500 EAST RD, LA HABRA HEIGHTS, CA  90631",500 EAST RD,LA HABRA HEIGHTS,90631,918-09403-1451,1451,9403,NO,CA0190014,INDUSTRY,N
18655414,8/1/18 17:00,8/1/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"EL CAMINO AVE AND SAN LUIS ST, PARAMOUNT, CA  90723",EL CAMINO AVE AND SAN LUIS ST,PARAMOUNT,90723,918-16901-1363,1363,16901,NO,CA0190013,LAKEWOOD,N
18719337,10/7/18 10:30,10/7/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-10539-1612,1612,10539,NO,CA0190016,CARSON,N
18653577,7/30/18 22:35,7/30/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"GARVEY AVE AND ROSEMEAD BLVD, SOUTH EL MONTE, CA  91733",GARVEY AVE AND ROSEMEAD BLVD,SOUTH EL MONTE,91733,918-09519-0560,560,9519,NO,CA0190005,TEMPLE,N
18786078,12/18/18 23:50,12/19/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"10600 ROSECRANS AVE, NORWALK, CA",10600 ROSECRANS AVE,NORWALK,,918-18823-0453,453,18823,NO,CA0190004,NORWALK,N
18765935,11/27/18 4:56,11/27/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11300 ROSECRANS AVE, NORWALK, CA  90650",11300 ROSECRANS AVE,NORWALK,90650,918-17641-0453,453,17641,NO,CA0190004,NORWALK,N
18692350,9/9/18 12:00,9/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-09483-1612,1612,9483,NO,CA0190016,CARSON,N
18710562,9/28/18 8:07,9/28/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"12100 IMPERIAL HWY, NORWALK, CA  90650",12100 IMPERIAL HWY,NORWALK,90650,918-14407-0452,452,14407,NO,CA0190004,NORWALK,N
18688561,9/5/18 11:05,9/5/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"SLAUSON AVE AND 605 FWY, WHITTIER, CA",SLAUSON AVE AND 605 FWY,WHITTIER,,918-06152-1578,1578,6152,NO,CA0190015,PICO RIVERA,N
18789467,12/22/18 15:00,12/22/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-13406-1612,1612,13406,NO,CA0190016,CARSON,N
18586458,5/22/18 8:45,5/22/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"MONA BLVD AND ROSECRANS AVE, COMPTON, CA",MONA BLVD AND ROSECRANS AVE,COMPTON,,918-07098-2821,2821,7098,NO,CA0190042,COMPTON,N
18447713,1/5/18 12:17,1/5/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11400 SANTA GERTRUDES, WHITTIER, CA",11400 SANTA GERTRUDES,WHITTIER,,918-00227-0497,497,227,NO,CA0190004,NORWALK,N
18607825,6/12/18 10:08,6/12/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"8400 PIONEER BLVD, WHITTIER, CA  90606",8400 PIONEER BLVD,WHITTIER,90606,918-04152-1578,1578,4152,NO,CA0190015,PICO RIVERA,N
18573558,5/8/18 23:48,5/8/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"27300 SIERRA HWY, CANYON COUNTRY, CA  91387",27300 SIERRA HWY,CANYON COUNTRY,91387,918-06386-0612,612,6386,NO,CA0190006,SANTA CLARITA VALLEY,N
18486762,2/12/18 15:00,2/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"105 FWY AND GARFEILD AVE, PARAMOUNT, CA  90723",105 FWY AND GARFEILD AVE,PARAMOUNT,90723,918-03527-1361,1361,3527,NO,CA0190013,LAKEWOOD,N
18534903,4/1/18 1:15,4/1/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"LARK ELLEN AND PAYSON ST, AZUSA, CA  91702",LARK ELLEN AND PAYSON ST,AZUSA,91702,918-01690-0867,867,1690,NO,CA0190008,SAN DIMAS,N
18670812,8/17/18 15:54,8/17/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1800 FLORENCE AVE, LOS ANGELES, CA",1800 FLORENCE AVE,LOS ANGELES,,918-11937-2173,2173,11937,NO,CA01900V3,CENTURY,N
18716444,9/30/18 10:35,9/30/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-80066-1612,1612,80066,NO,CA0190016,CARSON,N
18665339,8/12/18 9:37,8/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"58TH PL AND COMPTON AVE, LOS ANGELES, CA",58TH PL AND COMPTON AVE,LOS ANGELES,,918-11641-2170,2170,11641,NO,CA01900V3,CENTURY,N
18566551,5/2/18 6:29,5/2/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"W LAUREL CANYON BLVD AND SHERMAN WAY, NORTH HOLLYWOOD, CA",W LAUREL CANYON BLVD AND SHERMAN WAY,NORTH HOLLYWOOD,,918-00091-6155,6155,91,NO,CA01900V6,METROLINK BUREAU,N
18566912,5/2/18 12:55,5/2/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"91ST ST AND COMPTON AVE, LOS ANGELES, CA",91ST ST AND COMPTON AVE,LOS ANGELES,,918-06515-2176,2176,6515,NO,CA01900V3,CENTURY,N
18635740,7/11/18 17:13,7/11/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-10083-2172,2172,10083,NO,CA01900V3,CENTURY,N
18596773,6/1/18 1:11,6/1/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"300 N ROWAN AVE, LOS ANGELES, CA",300 N ROWAN AVE,LOS ANGELES,,918-08197-0276,276,8197,NO,CA0190002,EAST LOS ANGELES,N
18615048,6/19/18 14:06,6/19/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"91ST ST AND COMPTON AVE, LOS ANGELES, CA  90002",91ST ST AND COMPTON AVE,LOS ANGELES,90002,918-08965-2176,2176,8965,NO,CA01900V3,CENTURY,N
18719411,10/7/18 11:45,10/7/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-10544-1612,1612,10544,NO,CA0190016,CARSON,N
18651344,7/28/18 2:57,7/28/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"SANTA MONICA BLVD AND LARRABEE ST, WEST HOLLYWOOD, CA  90069",SANTA MONICA BLVD AND LARRABEE ST,WEST HOLLYWOOD,90069,918-04978-0977,977,4978,NO,CA0190009,WEST HOLLYWOOD,N
18711702,9/29/18 12:12,9/29/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"42100 50TH ST W, LANCASTER, CA",42100 50TH ST W,LANCASTER,,918-20005-1182,1182,20005,NO,CA0190024,LANCASTER,N
18738936,10/27/18 11:00,10/27/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"NOGALES ST AND 60 FWY, ROWLAND HEIGHTS, CA",NOGALES ST AND 60 FWY,ROWLAND HEIGHTS,,918-07218-2931,2931,7218,NO,CA0190020,WALNUT,N
18488000,2/13/18 16:30,2/13/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"FAIRWAY DR AND 60 FRWY, ROWLAND HEIGHTS, CA",FAIRWAY DR AND 60 FRWY,ROWLAND HEIGHTS,,918-01139-2938,2938,1139,NO,CA0190020,WALNUT,N
18545523,4/12/18 8:40,4/12/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"800 W ARROW HWY, SAN DIMAS, CA  91773",800 W ARROW HWY,SAN DIMAS,91773,918-01881-0811,811,1881,NO,CA0190008,SAN DIMAS,N
