LURN_SAK,INCIDENT_DATE,INCIDENT_REPORTED_DATE,CATEGORY,STAT,STAT_DESC,ADDRESS,STREET,CITY,ZIP,INCIDENT_ID,REPORTING_DISTRICT,SEQ,GANG_RELATED,UNIT_ID,UNIT_NAME,DELETED
18726700,10/15/18 3:34,10/15/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11400 ROSECRANS AVE, NORWALK, CA  90650",11400 ROSECRANS AVE,NORWALK,90650,918-15353-0453,453,15353,NO,CA0190004,NORWALK,N
18712749,9/30/18 19:26,9/30/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"DIAMOND BAR BLVD AND 60 FWY, DIAMOND BAR, CA",DIAMOND BAR BLVD AND 60 FWY,DIAMOND BAR,,918-06464-2920,2920,6464,NO,CA0190020,WALNUT,N
18695617,9/12/18 15:38,9/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"92ND ST AND SUCCESS AVE, LOS ANGELES, CA",92ND ST AND SUCCESS AVE,LOS ANGELES,,918-13356-2176,2176,13356,NO,CA01900V3,CENTURY,N
18708956,9/26/18 15:29,9/26/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"PIONEER BLVD AND 605 FWY, WHITTIER, CA",PIONEER BLVD AND 605 FWY,WHITTIER,,918-06654-1578,1578,6654,NO,CA0190015,PICO RIVERA,N
18667669,8/14/18 19:05,8/14/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"23500 CIVIC CENTER WAY, MALIBU, CA  90265",23500 CIVIC CENTER WAY,MALIBU,90265,918-04785-1015,1015,4785,NO,CA0190022,MALIBU/LOST HILLS,N
18695771,9/12/18 17:47,9/12/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"100 E AVENUE J, LANCASTER, CA",100 E AVENUE J,LANCASTER,,918-18664-1132,1132,18664,NO,CA0190024,LANCASTER,N
18510595,3/8/18 0:28,3/8/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1300 FIRESTONE BLVD, LOS ANGELES, CA  90001",1300 FIRESTONE BLVD,LOS ANGELES,90001,918-03547-2174,2174,3547,NO,CA01900V3,CENTURY,N
18536603,4/3/18 7:40,4/3/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11000 ROSECRANS AVE, NORWALK, CA  90650",11000 ROSECRANS AVE,NORWALK,90650,918-05182-0456,456,5182,NO,CA0190004,NORWALK,N
18597180,6/1/18 10:25,6/1/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"COLIMA RD AND FAIRWAY DR, ROWLAND HEIGHTS, CA  91748",COLIMA RD AND FAIRWAY DR,ROWLAND HEIGHTS,91748,918-03496-2934,2934,3496,NO,CA0190020,WALNUT,N
18597870,6/1/18 23:00,6/1/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"700 S SANTA ANITA AVE, SOUTH EL MONTE, CA  91733",700 S SANTA ANITA AVE,SOUTH EL MONTE,91733,918-06709-0578,578,6709,NO,CA0190005,TEMPLE,N
18660245,8/7/18 0:45,8/7/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"5500 CONNELL AVE, AZUSA, CA  91702",5500 CONNELL AVE,AZUSA,91702,918-04150-0867,867,4150,NO,CA0190008,SAN DIMAS,N
18515068,3/12/18 23:30,3/13/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"700 W MARIPOSA ST, ALTADENA, CA",700 W MARIPOSA ST,ALTADENA,,918-00748-0771,771,748,NO,CA0190007,ALTADENA,N
18536061,4/2/18 15:07,4/2/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"2100 87TH ST, LOS ANGELES, CA",2100 87TH ST,LOS ANGELES,,918-04911-2177,2177,4911,NO,CA01900V3,CENTURY,N
18457642,1/16/18 1:52,1/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1900 DURFEE AVE, SOUTH EL MONTE, CA  91733",1900 DURFEE AVE,SOUTH EL MONTE,91733,918-00620-0562,562,620,NO,CA0190005,TEMPLE,N
18539345,4/5/18 17:29,4/5/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1400 78TH ST, LOS ANGELES, CA",1400 78TH ST,LOS ANGELES,,918-05111-2172,2172,5111,NO,CA01900V3,CENTURY,N
18536948,4/3/18 13:34,4/3/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"2600 OLIVE ST, LOS ANGELES, CA",2600 OLIVE ST,LOS ANGELES,,918-04965-2178,2178,4965,NO,CA01900V3,CENTURY,N
18579587,5/15/18 10:15,5/15/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"15700 LEFFINGWELL RD, WHITTIER, CA",15700 LEFFINGWELL RD,WHITTIER,,918-07553-0497,497,7553,NO,CA0190004,NORWALK,N
18681850,8/29/18 7:00,8/29/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"W WINNETKA AVE, CHATSWORTH, CA",W WINNETKA AVE,CHATSWORTH,,918-00206-6153,6153,206,NO,CA01900V6,METROLINK BUREAU,N
18665322,8/12/18 9:00,8/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"58TH PL AND HOOPER AVE, LOS ANGELES, CA",58TH PL AND HOOPER AVE,LOS ANGELES,,918-11637-2170,2170,11637,NO,CA01900V3,CENTURY,N
18758900,11/18/18 11:00,11/18/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-12183-1612,1612,12183,NO,CA0190016,CARSON,N
18596065,5/31/18 12:02,5/31/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"ALAMEDA ST AND NADEAU ST, LOS ANGELES, CA",ALAMEDA ST AND NADEAU ST,LOS ANGELES,,918-07952-2173,2173,7952,NO,CA01900V3,CENTURY,N
18528063,3/24/18 17:40,3/24/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"600 N CITRUS AVE, COVINA, CA",600 N CITRUS AVE,COVINA,,918-00064-6114,6114,64,NO,CA01900V6,METROLINK BUREAU,N
18680230,8/27/18 17:37,8/27/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1700 N WILLOWBROOK AVE, COMPTON, CA  90220",1700 N WILLOWBROOK AVE,COMPTON,90220,918-12226-2813,2813,12226,NO,CA0190042,COMPTON,N
18723777,10/11/18 15:49,10/11/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"44300 SIERRA HWY, LANCASTER, CA",44300 SIERRA HWY,LANCASTER,,918-20971-1123,1123,20971,NO,CA0190024,LANCASTER,N
18531624,3/28/18 15:34,3/28/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"VALLEY BLVD AND SUSNSET AVE, CITY OF INDUSTRY, CA",VALLEY BLVD AND SUSNSET AVE,CITY OF INDUSTRY,,918-04184-1414,1414,4184,NO,CA0190014,INDUSTRY,N
18548880,4/14/18 3:42,4/14/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11300 LAKELAND RD, NORWALK, CA  90650",11300 LAKELAND RD,NORWALK,90650,918-05849-0451,451,5849,NO,CA0190004,NORWALK,N
18749548,11/7/18 15:00,11/7/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"57 FWY AND GLADSTONE ST, SAN DIMAS, CA  91773",57 FWY AND GLADSTONE ST,SAN DIMAS,91773,918-06019-0812,812,6019,NO,CA0190008,SAN DIMAS,N
18663065,8/9/18 15:39,8/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"COMPTON AVE AND 58TH DR, LOS ANGELES, CA",COMPTON AVE AND 58TH DR,LOS ANGELES,,918-11528-2171,2171,11528,NO,CA01900V3,CENTURY,N
18590073,5/25/18 2:55,5/25/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"BARTON AND PAINTER, WHITTIER, CA",BARTON AND PAINTER,WHITTIER,,918-08055-0492,492,8055,NO,CA0190004,NORWALK,N
18764984,11/26/18 5:02,11/26/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11600 ROSECRANS AVE, NORWALK, CA  90650",11600 ROSECRANS AVE,NORWALK,90650,918-17583-0453,453,17583,NO,CA0190004,NORWALK,N
18691608,9/8/18 11:45,9/8/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"73RD ST AND COMPTON AVE, LOS ANGELES, CA  90001",73RD ST AND COMPTON AVE,LOS ANGELES,90001,918-13126-2172,2172,13126,NO,CA01900V3,CENTURY,N
18632833,7/8/18 16:50,7/8/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"13000 ROSECRANS AVE, NORWALK, CA",13000 ROSECRANS AVE,NORWALK,,918-10332-0454,454,10332,NO,CA0190004,NORWALK,N
18731996,10/20/18 0:30,10/20/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"14400 PIONEER BLVD, NORWALK, CA  90650",14400 PIONEER BLVD,NORWALK,90650,918-15646-0455,455,15646,NO,CA0190004,NORWALK,N
18590772,5/25/18 16:45,5/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-07678-2173,2173,7678,NO,CA01900V3,CENTURY,N
18537908,4/4/18 11:24,4/4/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"8900 VERMONT AVE, LOS ANGELES, CA  90044",8900 VERMONT AVE,LOS ANGELES,90044,918-02630-0370,370,2630,NO,CA0190003,SOUTH LOS ANGELES,N
18621693,6/26/18 8:40,6/26/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"15700 LEFFINGWELL RD, WHITTIER, CA",15700 LEFFINGWELL RD,WHITTIER,,918-09684-0497,497,9684,NO,CA0190004,NORWALK,N
18692332,9/9/18 11:00,9/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 AVALON BLVD, CARSON, CA  90747",18400 AVALON BLVD,CARSON,90747,918-00076-2405,2405,76,NO,CA01900U5,COMMUNITY ORIENTED POLICING SVCS,N
18493237,2/17/18 13:00,2/17/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-02533-2172,2172,2533,NO,CA01900V3,CENTURY,N
18466675,1/24/18 13:54,1/24/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"7800 SEVILLE AVE, LOS ANGELES, CA",7800 SEVILLE AVE,LOS ANGELES,,918-01247-2178,2178,1247,NO,CA01900V3,CENTURY,N
18586447,5/22/18 8:22,5/22/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"MONA BLVD AND ROSECRANS AVE, COMPTON, CA",MONA BLVD AND ROSECRANS AVE,COMPTON,,918-07096-2821,2821,7096,NO,CA0190042,COMPTON,N
18552796,4/18/18 10:14,4/18/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"ALAMEDA ST AND BANNING AVE, COMPTON, CA",ALAMEDA ST AND BANNING AVE,COMPTON,,918-05419-2820,2820,5419,NO,CA0190042,COMPTON,N
18722082,10/10/18 1:45,10/10/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"10700 FIRESTONE BLVD, NORWALK, CA  90650",10700 FIRESTONE BLVD,NORWALK,90650,918-15085-0451,451,15085,NO,CA0190004,NORWALK,N
18778717,12/11/18 4:20,12/11/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"12600 PIONEER BLVD, NORWALK, CA",12600 PIONEER BLVD,NORWALK,,918-18421-0454,454,18421,NO,CA0190004,NORWALK,N
18472121,1/29/18 23:30,1/30/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"100 W BONITA AVE, SAN DIMAS, CA  91773",100 W BONITA AVE,SAN DIMAS,91773,918-00528-0814,814,528,NO,CA0190008,SAN DIMAS,N
18457617,1/16/18 0:43,1/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"CORTADA ST AND ROSEMEAD BLVD, SOUTH EL MONTE, CA  91733",CORTADA ST AND ROSEMEAD BLVD,SOUTH EL MONTE,91733,918-00618-0560,560,618,NO,CA0190005,TEMPLE,N
18539303,4/5/18 16:43,4/5/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1400 FLORENCE AVE, LOS ANGELES, CA",1400 FLORENCE AVE,LOS ANGELES,,918-05108-2172,2172,5108,NO,CA01900V3,CENTURY,N
18544686,4/11/18 12:42,4/11/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1100 FLORENCE AVE, LOS ANGELES, CA",1100 FLORENCE AVE,LOS ANGELES,,918-05397-2170,2170,5397,NO,CA01900V3,CENTURY,N
18457650,1/16/18 2:13,1/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"DURFEE AVE AND PECK RD, SOUTH EL MONTE, CA  91733",DURFEE AVE AND PECK RD,SOUTH EL MONTE,91733,918-00621-0563,563,621,NO,CA0190005,TEMPLE,N
18678496,8/25/18 16:09,8/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-08909-1612,1612,8909,NO,CA0190016,CARSON,N
18459938,1/17/18 23:04,1/17/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1000 S HICKS AVE, LOS ANGELES, CA  90023",1000 S HICKS AVE,LOS ANGELES,90023,918-00965-0278,278,965,NO,CA0190002,EAST LOS ANGELES,N
18695988,9/12/18 21:45,9/12/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"100 E AVENUE J, LANCASTER, CA",100 E AVENUE J,LANCASTER,,918-18682-1132,1132,18682,NO,CA0190024,LANCASTER,N
18493248,2/17/18 13:10,2/17/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-02535-2172,2172,2535,NO,CA01900V3,CENTURY,N
18588225,5/23/18 18:18,5/23/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"200 ROSEMEAD BLVD, PASADENA, CA  91107",200 ROSEMEAD BLVD,PASADENA,91107,918-06256-0590,590,6256,NO,CA0190005,TEMPLE,N
18772836,12/4/18 14:30,12/4/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"15800 IMPERIAL HWY, LA MIRADA, CA  90638",15800 IMPERIAL HWY,LA MIRADA,90638,918-18088-0463,463,18088,NO,CA0190004,NORWALK,N
18609291,6/13/18 13:31,6/13/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA  90001",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,90001,918-08667-2173,2173,8667,NO,CA01900V3,CENTURY,N
18458138,1/16/18 13:53,1/16/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"OLIVE ST AND SEVILLE AVE, HUNTINGTON PARK, CA  90255",OLIVE ST AND SEVILLE AVE,HUNTINGTON PARK,90255,918-00772-2178,2178,772,NO,CA01900V3,CENTURY,N
18458904,1/17/18 9:41,1/17/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"NOGALES ST AND 60 FWY, ROWLAND HEIGHTS, CA",NOGALES ST AND 60 FWY,ROWLAND HEIGHTS,,918-00445-2931,2931,445,NO,CA0190020,WALNUT,N
18500034,2/24/18 13:35,2/24/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"73RD ST AND COMPTON AVE, LOS ANGELES, CA  90001",73RD ST AND COMPTON AVE,LOS ANGELES,90001,918-02920-2172,2172,2920,NO,CA01900V3,CENTURY,N
18635738,7/11/18 17:11,7/11/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-10082-2172,2172,10082,NO,CA01900V3,CENTURY,N
18568731,5/4/18 8:24,5/4/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"CENTRAL AVE AND FIRESTONE BLVD, LOS ANGELES, CA",CENTRAL AVE AND FIRESTONE BLVD,LOS ANGELES,,918-06619-2174,2174,6619,NO,CA01900V3,CENTURY,N
18748658,11/6/18 17:18,11/6/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"SEE DR AND WESTERN AVE, WHITTIER, CA",SEE DR AND WESTERN AVE,WHITTIER,,918-07739-1575,1575,7739,NO,CA0190015,PICO RIVERA,N
18659887,8/6/18 17:01,8/6/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1400 E ALONDRA BLVD, COMPTON, CA  90220",1400 E ALONDRA BLVD,COMPTON,90220,918-11067-2847,2847,11067,NO,CA0190042,COMPTON,N
18603447,6/7/18 17:04,6/7/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"8400 PIONEER BLVD, WHITTIER, CA",8400 PIONEER BLVD,WHITTIER,,918-04038-1578,1578,4038,NO,CA0190015,PICO RIVERA,N
18695589,9/12/18 15:13,9/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"89TH ST AND MARY AVE, LOS ANGELES, CA",89TH ST AND MARY AVE,LOS ANGELES,,918-13353-2172,2172,13353,NO,CA01900V3,CENTURY,N
18660757,8/7/18 13:24,8/7/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1400 E ALONDRA, COMPTON, CA",1400 E ALONDRA,COMPTON,,918-11126-2841,2841,11126,NO,CA0190042,COMPTON,N
18765922,11/27/18 4:19,11/27/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11800 ROSECRANS AVE, NORWALK, CA  90650",11800 ROSECRANS AVE,NORWALK,90650,918-17639-0454,454,17639,NO,CA0190004,NORWALK,N
18559370,4/24/18 16:05,4/24/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"10200 GREEN ST, TEMPLE CITY, CA  91780",10200 GREEN ST,TEMPLE CITY,91780,918-05020-0524,524,5020,NO,CA0190005,TEMPLE,N
18467832,1/25/18 7:10,1/25/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"W BLEDSOE ST AND SAN FERNANDO RD, SYLMAR, CA",W BLEDSOE ST AND SAN FERNANDO RD,SYLMAR,,918-00017-6143,6143,17,NO,CA01900V6,METROLINK BUREAU,N
18559359,4/24/18 18:00,4/24/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"9600 LA ROSA DR, TEMPLE CITY, CA  91780",9600 LA ROSA DR,TEMPLE CITY,91780,918-05019-0524,524,5019,NO,CA0190005,TEMPLE,N
18605104,6/9/18 11:20,6/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"ALONDRA BLVD AND 710 FWY, PARAMOUNT, CA  90723",ALONDRA BLVD AND 710 FWY,PARAMOUNT,90723,918-12883-1366,1366,12883,NO,CA0190013,LAKEWOOD,N
18566548,5/2/18 6:30,5/2/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"E S/R 170 AND N SHERMAN WAY, NORTH HOLLYWOOD, CA",E S/R 170 AND N SHERMAN WAY,NORTH HOLLYWOOD,,918-00089-6155,6155,89,NO,CA01900V6,METROLINK BUREAU,N
18745398,11/3/18 8:30,11/3/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"800 W AVENUE I, LANCASTER, CA",800 W AVENUE I,LANCASTER,,918-22806-1121,1121,22806,NO,CA0190024,LANCASTER,N
18548298,4/13/18 14:38,4/13/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"77TH ST AND PARMELEE AVE, LOS ANGELES, CA",77TH ST AND PARMELEE AVE,LOS ANGELES,,918-05510-2172,2172,5510,NO,CA01900V3,CENTURY,N
18659675,8/6/18 13:31,8/6/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1400 E ALONDRA BLVD, COMPTON, CA  90220",1400 E ALONDRA BLVD,COMPTON,90220,918-11055-2847,2847,11055,NO,CA0190042,COMPTON,N
18670844,8/17/18 16:28,8/17/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1800 FLORENCE AVE, LOS ANGELES, CA",1800 FLORENCE AVE,LOS ANGELES,,918-11938-2173,2173,11938,NO,CA01900V3,CENTURY,N
18678525,8/25/18 15:25,8/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-08911-1612,1612,8911,NO,CA0190016,CARSON,N
18642313,7/18/18 13:56,7/18/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-10439-2172,2172,10439,NO,CA01900V3,CENTURY,N
18652877,7/30/18 9:50,7/30/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"W OAK AVE AND FIRST ST, POMONA, CA",W OAK AVE AND FIRST ST,POMONA,,918-00174-6123,6123,174,NO,CA01900V6,METROLINK BUREAU,N
18692351,9/9/18 11:50,9/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 AVALON BLVD, CARSON, CA  90746",18400 AVALON BLVD,CARSON,90746,918-00077-2405,2405,77,NO,CA01900U5,COMMUNITY ORIENTED POLICING SVCS,N
18639127,7/14/18 23:45,7/15/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1400 W ARROW HWY, SAN DIMAS, CA  91773",1400 W ARROW HWY,SAN DIMAS,91773,918-03678-0811,811,3678,NO,CA0190008,SAN DIMAS,N
18567067,5/2/18 15:32,5/2/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1500 E ROSECRANS AVE, COMPTON, CA  90220",1500 E ROSECRANS AVE,COMPTON,90220,918-06122-2826,2826,6122,NO,CA0190042,COMPTON,N
18785836,12/18/18 18:20,12/18/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"13000 SHOEMAKER AVE, NORWALK, CA  90650",13000 SHOEMAKER AVE,NORWALK,90650,918-18806-0494,494,18806,NO,CA0190004,NORWALK,N
18755221,11/14/18 8:20,11/14/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"SANT ANITA AVE AND VALLEY BLVD, EL MONTE, CA",SANT ANITA AVE AND VALLEY BLVD,EL MONTE,,918-00259-6112,6112,259,NO,CA01900V6,METROLINK BUREAU,N
18586444,5/22/18 8:20,5/22/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"MONA BLVD AND ROSECRANS AVE, COMPTON, CA",MONA BLVD AND ROSECRANS AVE,COMPTON,,918-07095-2821,2821,7095,NO,CA0190042,COMPTON,N
18453719,1/11/18 12:03,1/11/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"91ST ST AND COMPTON AVE, LOS ANGELES, CA",91ST ST AND COMPTON AVE,LOS ANGELES,,918-00518-2176,2176,518,NO,CA01900V3,CENTURY,N
18542607,4/9/18 14:23,4/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1500 E 89TH ST, LOS ANGELES, CA",1500 E 89TH ST,LOS ANGELES,,918-05284-2176,2176,5284,NO,CA01900V3,CENTURY,N
18719328,10/7/18 10:30,10/7/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-10538-1612,1612,10538,NO,CA0190016,CARSON,N
18552794,4/18/18 10:14,4/18/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"BANNING ST AND ALAMEDA ST, COMPTON, CA",BANNING ST AND ALAMEDA ST,COMPTON,,918-05418-2820,2820,5418,NO,CA0190042,COMPTON,N
18770750,12/2/18 7:00,12/2/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"12100 FIRESTONE BLVD, NORWALK, CA  90650",12100 FIRESTONE BLVD,NORWALK,90650,918-17968-0454,454,17968,NO,CA0190004,NORWALK,N
18785166,12/18/18 7:28,12/18/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"NOBLE AVE AND RAYMER ST, VAN NUYS, CA",NOBLE AVE AND RAYMER ST,VAN NUYS,,918-00275-6151,6151,275,NO,CA01900V6,METROLINK BUREAU,N
18547483,4/12/18 18:30,4/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-05468-2173,2173,5468,NO,CA01900V3,CENTURY,N
18501130,2/25/18 23:35,2/26/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"LINDELL AVE AND HARRELL ST, PICO RIVERA, CA  90660",LINDELL AVE AND HARRELL ST,PICO RIVERA,90660,918-01405-1511,1511,1405,NO,CA0190015,PICO RIVERA,N
18504964,3/1/18 16:20,3/1/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"COLIMA RD AND AZUSA AVE, CITY OF INDUSTRY, CA",COLIMA RD AND AZUSA AVE,CITY OF INDUSTRY,,918-02934-1416,1416,2934,NO,CA0190014,INDUSTRY,N
18493119,2/17/18 10:00,2/17/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"16200 PARAMOUNT BLVD, PARAMOUNT, CA  90723",16200 PARAMOUNT BLVD,PARAMOUNT,90723,918-03928-1368,1368,3928,NO,CA0190013,LAKEWOOD,N
18669758,8/16/18 16:00,8/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"15800 PIONEER BLVD, NORWALK, CA  90650",15800 PIONEER BLVD,NORWALK,90650,918-12270-0456,456,12270,NO,CA0190004,NORWALK,N
18523760,3/20/18 13:48,3/20/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"77TH ST AND PARMELEE AVE, LOS ANGELES, CA",77TH ST AND PARMELEE AVE,LOS ANGELES,,918-04214-2172,2172,4214,NO,CA01900V3,CENTURY,N
18600275,6/5/18 0:57,6/5/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"800 S ROWAN AVE, LOS ANGELES, CA  90022",800 S ROWAN AVE,LOS ANGELES,90022,918-08418-0277,277,8418,NO,CA0190002,EAST LOS ANGELES,N
18716462,9/30/18 12:05,9/30/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-80072-1612,1612,80072,NO,CA0190016,CARSON,N
18621024,6/25/18 13:10,6/25/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"ROSEMEAD BLVD AND COLOADO BLVD, PASADENA, CA  91107",ROSEMEAD BLVD AND COLOADO BLVD,PASADENA,91107,918-07882-0590,590,7882,NO,CA0190005,TEMPLE,N
18576318,5/11/18 6:00,5/11/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"8300 CANFORD AVE, PICO RIVERA, CA  90660",8300 CANFORD AVE,PICO RIVERA,90660,918-03317-1516,1516,3317,NO,CA0190015,PICO RIVERA,N
